distance_km,hour,day_of_week,road_type,historical_speed,traffic_multiplier
5.25,15,5,0,35.72,1.03
8.45,9,1,1,72.81,2.0
16.87,13,3,0,32.12,1.1
1.49,4,4,1,38.87,1.4
1.96,9,3,1,72.14,2.06
3.19,23,1,0,39.97,1.0
5.45,17,2,1,73.04,1.81
19.63,19,6,0,40.17,1.0
12.07,21,5,1,61.94,1.43
14.29,1,5,1,73.76,1.32
11.53,14,6,0,77.6,1.14
15.7,7,2,0,20.15,1.0
4.82,2,0,0,49.91,1.1
15.36,5,0,1,25.09,1.44
13.6,1,5,1,43.28,1.51
11.59,11,6,0,22.42,1.17
15.07,5,1,0,64.03,1.18
6.47,8,5,1,63.88,1.79
15.48,8,1,0,77.12,1.55
8.88,8,1,1,68.44,1.75
16.35,15,0,1,46.15,1.38
2.09,14,6,0,22.01,1.14
11.54,12,3,0,45.43,1.06
15.82,14,5,0,46.81,1.0
18.11,21,2,0,51.44,1.0
12.64,3,4,0,36.38,1.01
10.44,19,4,1,77.28,1.49
12.73,21,2,0,69.47,1.0
11.8,3,1,0,38.92,1.0
15.3,16,2,1,71.39,1.28
8.96,11,0,1,63.47,1.18
12.53,16,3,1,74.03,1.4
3.48,15,3,0,66.41,1.1
1.8,1,1,1,69.01,1.39
17.8,13,2,1,78.85,1.41
2.25,21,6,1,45.3,1.13
11.35,14,2,1,63.29,1.47
3.39,5,0,0,30.0,1.0
15.23,9,6,1,51.17,2.05
14.6,22,0,0,20.86,1.01
13.92,7,1,0,54.87,1.0
5.32,17,3,1,70.35,2.12
7.34,0,4,0,40.4,1.0
18.61,9,6,1,47.51,2.11
12.22,16,6,0,32.98,1.0
15.51,19,6,0,28.5,1.15
6.41,20,5,0,58.39,1.06
10.73,21,5,0,21.56,1.12
12.32,22,4,0,39.5,1.14
17.31,18,5,1,51.96,1.89
2.53,4,0,0,22.71,1.15
6.57,15,3,1,61.68,1.27
2.62,4,4,1,52.09,1.37
9.59,9,4,0,23.31,1.81
16.04,9,1,1,67.32,2.2
6.67,12,3,1,41.26,1.32
5.1,13,6,1,21.29,1.34
9.59,16,5,1,70.93,1.45
12.34,9,2,0,79.31,1.66
19.36,13,3,1,70.72,1.13
18.84,9,4,1,72.45,1.93
7.27,2,3,1,25.77,1.52
19.79,8,3,1,26.79,1.88
4.6,15,6,1,39.38,1.18
4.53,9,0,1,49.4,1.93
8.78,7,6,1,60.7,1.29
11.69,1,0,0,28.37,1.0
9.72,12,4,0,75.87,1.0
18.24,18,1,0,66.73,1.58
18.25,1,6,1,29.81,1.26
18.16,2,3,0,60.13,1.0
1.91,14,3,1,24.44,1.46
7.34,2,5,1,56.73,1.54
3.5,20,0,1,76.68,1.52
12.39,21,4,0,43.52,1.11
18.81,6,6,1,54.72,1.58
5.27,13,1,1,58.94,1.41
7.3,4,5,1,71.13,1.28
16.37,3,1,1,74.0,1.34
11.61,7,6,1,48.62,1.26
18.08,3,5,0,20.92,1.03
14.03,23,5,0,66.92,1.09
4.87,5,0,1,27.42,1.37
10.17,15,1,1,61.6,1.28
17.44,20,4,1,75.01,1.5
13.75,5,2,0,23.73,1.13
16.75,9,4,1,34.74,1.77
2.78,19,6,0,47.68,1.02
14.91,18,6,1,42.22,1.97
14.07,23,2,1,44.91,1.32
8.31,12,3,1,28.13,1.48
18.26,3,5,0,44.99,1.17
11.86,11,5,1,23.27,1.35
15.95,0,2,1,25.6,1.46
10.17,18,0,0,46.32,1.75
13.75,6,6,1,39.59,1.54
12.8,5,1,1,63.18,1.15
7.06,21,3,0,48.96,1.11
16.41,13,5,1,24.33,1.25
12.59,1,2,0,56.36,1.04
6.03,5,0,1,68.71,1.39
7.13,20,3,1,62.63,1.34
9.27,3,3,0,57.67,1.1
7.09,13,2,1,65.51,1.24
19.58,1,1,1,58.48,1.2
4.36,13,4,0,42.14,1.0
5.44,16,3,1,78.71,1.26
17.56,1,2,0,21.89,1.02
3.14,21,1,1,56.72,1.33
6.56,3,4,0,40.92,1.0
11.57,6,5,1,69.65,1.49
8.4,3,1,1,45.94,1.48
15.38,12,3,0,26.05,1.04
5.59,13,6,1,67.15,1.37
10.02,12,5,0,43.04,1.19
12.34,19,3,0,29.53,1.16
16.88,22,0,0,77.27,1.15
11.07,21,3,0,33.75,1.0
1.76,2,1,0,28.02,1.01
5.45,10,6,0,79.87,1.19
16.97,8,5,1,45.39,2.05
9.5,10,2,1,48.0,1.44
8.47,22,0,1,54.48,1.53
19.99,19,3,1,35.95,1.18
14.43,0,4,1,53.59,1.21
1.05,18,2,1,54.19,2.12
15.15,17,3,0,73.98,1.69
15.76,14,6,1,61.88,1.32
5.92,7,5,1,49.0,1.49
8.41,15,2,0,42.55,1.11
10.99,9,1,1,36.82,1.92
10.31,15,3,1,51.71,1.42
5.75,4,6,0,51.67,1.06
14.14,5,1,1,34.73,1.27
19.11,6,6,1,58.56,1.29
8.05,15,3,0,48.25,1.07
11.74,18,5,1,25.82,2.11
9.77,19,3,1,71.8,1.36
4.05,20,4,0,48.04,1.0
9.89,1,6,0,45.31,1.11
4.75,10,6,1,71.0,1.33
13.35,20,3,1,75.85,1.4
18.61,12,6,1,54.75,1.38
4.22,2,2,1,65.52,1.53
16.57,8,2,0,56.48,1.93
17.75,22,5,0,65.8,1.0
5.26,4,6,0,43.57,1.13
4.23,21,2,1,45.47,1.4
1.73,5,0,1,54.02,1.5
10.79,2,1,0,58.89,1.15
9.78,17,5,0,36.2,1.66
16.9,5,4,1,46.83,1.24
17.58,14,6,1,34.51,1.3
18.59,5,3,1,55.09,1.49
11.44,0,3,1,35.06,1.54
2.82,4,0,1,24.06,1.54
6.79,17,0,1,32.59,2.05
5.33,11,2,0,35.56,1.17
12.38,16,0,0,61.54,1.1
7.62,5,6,0,62.1,1.0
19.78,18,3,0,24.1,1.79
9.69,9,2,0,37.63,1.73
4.92,22,6,1,61.92,1.3
16.78,2,6,1,77.88,1.26
3.05,5,4,1,47.09,1.51
15.98,5,6,1,65.36,1.15
5.76,2,4,1,62.7,1.34
6.78,0,1,1,73.95,1.42
15.42,20,2,1,55.22,1.45
16.26,20,6,1,69.95,1.47
11.12,12,6,1,42.41,1.47
5.34,18,5,0,70.31,1.58
19.21,10,1,1,27.58,1.26
17.36,8,5,1,45.31,1.98
18.34,7,3,0,27.36,1.01
12.98,6,3,0,31.17,1.09
11.21,5,6,1,62.21,1.14
16.05,12,5,0,57.51,1.0
6.03,0,4,1,37.06,1.33
13.45,21,1,0,61.25,1.19
14.66,2,6,0,48.37,1.03
4.74,9,5,0,60.02,1.72
18.79,3,3,1,36.86,1.24
8.28,7,5,0,59.39,1.04
10.34,16,6,0,70.34,1.07
7.92,7,1,1,56.75,1.14
17.0,19,6,1,38.8,1.34
6.18,1,3,0,49.09,1.08
3.61,8,5,1,21.3,2.01
13.98,12,3,0,36.96,1.13
5.27,0,1,0,22.88,1.0
16.95,15,4,0,65.91,1.04
7.86,22,5,1,21.47,1.38
5.89,21,2,0,57.96,1.18
7.95,4,4,0,69.25,1.12
11.14,14,6,1,22.82,1.39
11.0,0,6,1,73.32,1.23
19.24,1,1,0,78.07,1.14
9.51,1,6,0,26.77,1.13
6.66,6,5,1,67.37,1.27
1.23,1,1,0,20.4,1.0
11.72,3,2,1,61.33,1.15
15.22,0,5,1,40.36,1.36
19.53,16,6,0,66.98,1.0
9.27,6,2,0,31.61,1.17
5.89,5,4,0,45.5,1.0
5.88,16,5,0,49.82,1.0
12.88,10,1,0,66.71,1.0
8.72,22,4,0,38.19,1.0
16.0,3,3,1,60.69,1.26
12.48,14,2,1,25.61,1.43
3.15,20,1,1,73.18,1.22
10.0,3,2,0,41.2,1.19
9.73,14,4,1,55.12,1.42
2.19,19,0,1,47.61,1.31
11.77,12,1,1,49.09,1.24
18.13,12,4,1,60.14,1.4
14.96,6,1,0,39.58,1.19
18.66,12,5,1,58.45,1.38
16.46,21,0,1,49.05,1.34
3.51,4,2,1,66.31,1.36
4.89,17,5,1,21.11,1.98
5.6,14,4,1,63.91,1.49
18.83,0,1,1,61.43,1.41
7.36,9,2,0,66.43,1.86
18.27,12,2,1,27.31,1.35
3.74,22,3,0,69.74,1.0
13.37,8,0,0,48.19,1.8
18.55,9,4,0,60.36,1.55
5.53,5,4,1,25.75,1.33
6.15,17,1,0,28.1,1.72
4.54,9,0,1,38.72,2.33
3.27,14,4,1,36.2,1.3
16.67,23,5,0,27.38,1.0
12.48,2,5,1,64.8,1.35
9.81,9,5,0,20.56,1.79
14.25,21,1,1,33.51,1.23
17.66,14,3,1,46.04,1.38
6.37,15,1,0,25.1,1.0
11.59,6,4,1,26.09,1.18
17.76,10,0,0,37.58,1.08
17.06,17,5,0,71.86,1.61
6.2,21,1,1,55.11,1.33
4.13,5,6,0,72.72,1.0
5.88,23,3,1,47.02,1.39
1.58,11,0,1,79.02,1.45
2.89,17,5,1,76.53,2.03
13.53,17,6,0,60.31,1.77
5.47,6,2,0,24.48,1.04
19.61,22,1,0,32.74,1.0
19.34,14,6,0,48.68,1.1
9.12,23,3,1,45.5,1.51
16.94,1,3,0,66.25,1.0
4.48,1,0,1,45.17,1.12
7.12,20,5,0,71.24,1.15
15.53,3,3,0,50.85,1.01
8.55,9,1,0,75.36,1.58
10.46,22,1,1,44.51,1.19
7.9,4,5,0,55.13,1.03
11.12,19,6,1,75.07,1.23
4.53,11,5,1,40.29,1.38
3.16,5,6,0,52.2,1.08
19.09,20,0,1,22.68,1.26
6.01,5,3,0,30.23,1.08
4.45,3,5,1,69.95,1.2
16.46,3,6,1,65.46,1.25
16.66,20,2,1,75.68,1.27
19.06,19,5,0,33.69,1.08
12.15,20,3,1,32.46,1.38
16.4,3,4,1,55.78,1.22
1.99,3,3,1,34.41,1.52
7.27,9,4,1,57.35,1.72
14.2,12,1,0,32.52,1.07
18.95,16,6,0,33.63,1.0
9.57,0,3,1,72.75,1.5
11.55,22,0,0,28.57,1.02
5.48,18,4,0,20.01,1.84
8.47,11,3,1,64.08,1.37
10.69,23,3,1,34.15,1.46
4.46,21,3,0,30.42,1.0
7.95,0,5,1,21.06,1.26
3.73,3,2,1,32.06,1.42
10.86,2,3,0,74.25,1.16
6.33,7,0,1,26.15,1.38
11.27,17,6,0,28.68,1.75
3.57,6,0,1,76.51,1.37
3.8,13,3,1,50.2,1.37
18.39,20,1,0,57.9,1.0
19.29,6,3,0,22.15,1.16
17.38,19,1,1,52.59,1.41
2.77,22,1,0,72.55,1.0
3.07,15,4,0,36.76,1.0
3.94,2,2,1,27.36,1.52
8.35,7,2,1,50.85,1.2
10.13,14,4,0,73.14,1.0
14.89,10,5,1,54.0,1.55
8.47,3,0,0,46.35,1.11
11.7,1,3,0,75.97,1.16
8.2,12,1,1,62.09,1.35
9.02,21,6,0,52.78,1.01
11.4,22,4,0,65.9,1.1
19.47,0,3,1,77.89,1.48
14.49,8,5,0,64.73,1.84
16.25,4,1,1,63.11,1.2
14.66,4,5,1,55.39,1.35
6.26,3,0,0,39.64,1.0
3.3,22,5,0,42.26,1.12
16.74,4,5,0,46.95,1.2
11.03,12,4,0,50.99,1.0
2.66,12,4,0,73.72,1.0
8.58,0,1,1,58.71,1.49
7.32,4,6,1,64.68,1.45
19.55,22,4,1,41.27,1.49
11.55,23,5,0,47.64,1.1
11.06,22,3,0,60.42,1.19
3.01,4,4,0,54.03,1.0
11.75,1,0,1,33.84,1.24
7.61,3,2,0,47.97,1.0
7.93,12,2,1,46.87,1.45
2.32,20,6,1,44.72,1.24
2.47,14,0,1,66.46,1.2
9.44,16,2,0,56.0,1.11
1.33,16,6,0,54.34,1.07
10.01,5,2,0,31.87,1.02
1.09,8,2,0,69.88,1.68
18.14,3,5,1,74.0,1.37
9.0,9,0,0,73.25,1.9
7.13,11,3,0,34.07,1.2
9.24,3,6,1,77.02,1.25
9.38,10,6,1,30.34,1.54
18.85,19,5,1,45.54,1.48
12.66,1,2,1,67.68,1.33
6.14,19,5,1,64.45,1.4
15.86,1,4,0,34.9,1.0
10.86,1,6,1,75.85,1.17
12.65,9,3,1,27.35,2.02
12.38,9,4,1,76.16,2.21
16.17,21,0,1,25.32,1.28
4.2,17,4,1,75.41,2.22
12.64,21,2,0,24.91,1.13
7.11,7,6,0,69.13,1.16
12.44,11,5,1,20.22,1.47
5.98,16,1,1,56.53,1.46
6.59,11,4,1,52.94,1.17
15.91,17,0,0,60.58,1.64
12.77,23,2,0,64.92,1.18
8.31,23,5,1,72.33,1.35
4.47,0,0,1,39.94,1.24
12.77,12,2,1,73.33,1.37
8.77,21,6,0,54.96,1.08
12.93,10,3,1,38.19,1.42
8.17,11,4,0,49.6,1.03
9.68,15,6,0,21.61,1.0
1.74,9,3,0,68.62,1.82
13.47,5,6,1,66.0,1.28
11.47,22,1,0,53.88,1.12
7.21,13,3,1,41.52,1.37
16.54,10,6,0,34.64,1.05
16.46,18,1,0,31.78,1.71
15.52,6,3,0,28.63,1.0
17.52,20,0,1,58.08,1.29
11.29,4,6,1,75.78,1.5
17.05,9,4,1,45.07,2.23
9.0,18,2,1,48.98,1.8
16.94,1,4,1,67.15,1.52
11.6,5,6,0,72.38,1.09
14.27,9,6,0,78.42,1.72
2.28,0,4,0,39.81,1.04
19.11,5,2,0,62.28,1.02
5.88,8,2,1,41.93,2.05
15.99,6,6,1,26.48,1.24
10.36,23,6,0,51.21,1.08
18.05,17,5,0,34.21,1.74
16.09,1,4,1,41.65,1.38
19.72,2,4,0,59.07,1.0
1.67,20,3,0,48.52,1.0
3.59,9,6,0,50.93,1.46
8.33,23,6,1,39.27,1.54
18.98,6,3,1,38.35,1.29
11.28,2,3,1,36.25,1.5
9.74,20,1,1,67.72,1.48
18.03,16,2,1,60.29,1.42
14.35,21,6,0,53.32,1.04
18.03,15,4,1,33.07,1.3
9.62,17,4,1,22.53,1.96
7.83,6,6,1,21.2,1.32
12.08,13,1,0,53.08,1.0
4.06,2,0,1,75.47,1.46
17.42,15,6,0,72.01,1.0
2.02,0,1,0,35.42,1.0
11.93,23,4,0,58.11,1.19
4.43,21,3,0,78.77,1.0
5.71,11,3,1,22.77,1.48
12.67,23,6,0,46.67,1.04
13.01,18,6,0,37.35,1.68
16.55,8,6,0,43.93,1.69
11.68,10,1,1,54.86,1.47
7.32,17,0,1,58.74,2.12
6.48,23,3,1,62.73,1.27
6.94,6,6,0,69.28,1.18
8.11,17,2,0,29.64,1.55
9.49,19,6,1,63.1,1.36
3.48,0,1,1,26.15,1.3
9.16,4,0,1,26.55,1.42
6.8,0,4,0,48.82,1.19
17.29,10,6,0,45.33,1.0
19.65,14,1,1,61.91,1.45
8.17,10,3,1,33.59,1.51
16.87,5,4,1,46.8,1.4
9.06,19,4,1,37.38,1.48
13.92,7,2,1,22.64,1.54
2.4,18,3,0,69.03,1.6
11.56,8,2,1,68.32,2.06
15.89,11,6,1,47.1,1.35
8.35,22,5,0,76.88,1.16
3.38,4,2,1,21.8,1.19
18.01,21,0,0,27.1,1.17
12.27,23,3,0,20.87,1.0
8.86,3,3,1,71.36,1.26
14.8,7,6,1,69.65,1.49
16.45,12,4,1,60.46,1.45
6.89,8,3,0,30.88,1.64
13.14,20,0,1,56.26,1.19
10.76,14,2,0,66.79,1.2
6.74,7,2,0,28.05,1.04
9.37,4,1,1,48.68,1.44
8.64,13,5,1,55.63,1.15
4.46,20,6,1,24.63,1.25
15.45,20,3,0,44.4,1.16
17.65,1,3,1,58.67,1.41
18.49,19,5,0,32.02,1.17
13.81,18,1,1,23.93,1.8
3.16,17,5,0,39.3,1.64
4.78,4,6,0,37.27,1.08
6.98,11,6,1,24.57,1.33
6.73,1,2,1,44.33,1.38
7.83,22,0,0,40.96,1.0
8.14,21,1,0,39.1,1.19
3.74,21,2,0,40.96,1.18
4.89,1,2,1,32.53,1.37
5.93,3,0,0,40.93,1.0
15.51,23,1,1,33.62,1.45
5.08,6,2,0,72.45,1.1
13.83,1,3,1,54.27,1.46
4.98,2,1,0,67.92,1.12
7.16,5,4,1,22.35,1.27
15.88,14,4,0,63.29,1.0
2.1,11,4,1,67.4,1.53
19.33,19,0,1,77.26,1.42
1.21,8,2,0,27.25,1.53
1.74,17,1,0,62.14,1.47
14.2,23,2,1,25.73,1.35
9.72,19,0,1,57.77,1.54
17.4,15,5,1,28.37,1.3
17.15,18,5,1,51.3,2.03
10.29,21,0,1,56.04,1.26
2.64,7,0,1,58.9,1.25
14.46,20,2,1,31.94,1.48
15.59,3,3,1,48.33,1.45
17.87,22,6,0,59.9,1.0
4.71,12,0,0,57.14,1.1
7.02,19,4,0,68.87,1.03
13.36,17,3,0,23.41,1.81
13.08,14,4,1,56.83,1.48
17.68,3,4,0,28.65,1.0
10.68,10,1,1,64.05,1.49
7.6,9,3,0,79.3,1.83
2.86,21,6,0,59.88,1.01
12.55,11,6,1,37.41,1.43
8.03,9,5,1,36.26,2.05
7.95,15,0,0,47.26,1.05
17.17,23,5,1,76.53,1.31
14.07,5,5,1,23.92,1.31
17.69,15,1,0,35.85,1.13
13.25,23,5,0,39.06,1.0
4.79,9,6,0,39.47,1.74
1.47,14,2,1,66.38,1.45
9.63,15,1,0,54.26,1.14
15.2,2,4,1,55.41,1.28
13.1,9,6,1,34.28,1.78
19.35,0,3,1,63.65,1.15
16.39,10,4,0,66.67,1.07
9.85,11,4,0,42.59,1.07
9.11,17,6,1,21.2,1.9
19.57,16,2,0,33.4,1.14
6.1,20,0,1,27.37,1.57
2.0,5,1,0,54.82,1.15
12.73,18,4,0,55.37,1.55
18.86,9,5,1,22.7,1.91
13.61,20,3,0,77.56,1.0
8.43,15,1,0,33.19,1.03
18.86,14,3,1,42.6,1.38
12.24,16,5,0,30.17,1.03
10.48,20,3,0,77.78,1.0
19.29,22,5,1,61.79,1.22
15.77,17,0,1,22.76,1.91
3.32,11,1,0,38.59,1.0
1.51,12,5,0,40.94,1.14
19.95,12,5,0,46.28,1.12
11.22,8,5,0,23.0,1.75
16.14,6,0,0,23.11,1.0
10.11,9,1,1,37.56,2.03
4.39,23,5,1,35.52,1.31
4.8,19,1,0,71.82,1.14
7.43,22,3,0,55.89,1.0
13.28,13,5,1,43.24,1.29
15.64,1,5,1,44.23,1.47
6.57,20,4,0,35.88,1.0
17.99,6,3,0,31.21,1.2
10.59,23,6,0,37.71,1.0
13.04,15,3,0,56.88,1.08
13.55,1,2,1,30.22,1.37
13.12,18,4,0,59.26,1.83
2.19,18,4,0,63.92,1.8
7.41,13,2,0,40.74,1.19
6.06,12,5,0,57.51,1.0
18.51,18,5,0,75.7,1.86
5.85,15,5,0,52.25,1.1
15.17,16,6,1,36.08,1.3
11.2,17,0,0,75.09,1.7
10.23,6,5,0,52.97,1.0
3.93,22,2,1,27.42,1.37
14.76,12,3,1,34.07,1.19
16.63,20,2,1,49.47,1.19
8.96,16,3,1,37.59,1.29
19.57,2,1,0,36.19,1.03
10.4,5,4,0,46.22,1.16
9.16,0,3,1,51.87,1.32
14.26,22,5,0,25.06,1.09
2.79,13,2,0,53.03,1.04
7.13,0,4,0,57.34,1.0
15.31,2,2,1,79.52,1.36
2.94,18,2,1,21.59,2.0
6.37,1,2,1,26.95,1.45
11.27,18,2,1,21.46,2.21
8.39,2,3,1,65.25,1.41
11.88,15,0,0,21.9,1.17
3.98,18,3,1,44.98,1.98
17.13,7,0,1,59.0,1.13
19.11,0,3,0,42.88,1.04
14.32,3,2,0,54.83,1.0
19.09,3,2,1,41.38,1.25
14.63,21,2,0,41.75,1.15
6.68,5,2,1,58.4,1.36
17.5,0,5,0,27.19,1.05
18.8,4,6,1,60.39,1.38
15.77,1,5,1,66.51,1.44
5.89,21,1,0,77.59,1.04
16.21,12,2,1,51.69,1.49
3.98,9,4,1,46.49,2.02
18.63,15,0,0,79.78,1.06
4.22,1,0,0,62.77,1.13
4.09,5,5,1,30.19,1.38
1.33,12,1,1,45.89,1.36
9.33,1,4,0,41.94,1.0
8.01,9,3,0,70.84,1.53
5.65,1,0,0,77.21,1.12
11.41,12,2,0,71.92,1.04
18.42,8,2,1,35.95,1.69
18.9,23,1,0,57.29,1.16
18.09,17,6,0,65.72,1.59
12.4,9,1,1,38.04,1.88
9.24,7,6,1,69.59,1.5
16.51,11,5,1,26.8,1.26
16.74,0,5,0,39.31,1.17
1.93,5,1,1,74.03,1.31
17.66,7,2,0,36.48,1.0
16.75,22,0,1,40.73,1.52
15.61,20,6,1,38.93,1.52
17.96,15,3,1,20.24,1.31
10.3,23,5,0,46.65,1.13
5.64,11,2,0,23.03,1.0
12.6,1,5,1,22.37,1.43
16.07,22,4,1,35.06,1.12
17.01,13,5,1,74.76,1.35
6.21,14,5,1,57.81,1.27
17.46,4,6,0,74.9,1.11
10.39,6,0,1,20.39,1.45
10.25,0,4,0,55.56,1.0
16.97,22,4,0,78.56,1.0
1.44,18,3,0,61.78,1.72
2.36,7,6,1,51.21,1.27
15.88,19,4,0,33.24,1.0
5.56,0,6,1,71.69,1.25
15.18,11,4,0,71.99,1.0
11.06,3,1,1,68.83,1.3
17.57,12,3,1,55.37,1.25
10.05,23,6,0,23.3,1.0
5.88,2,1,0,69.31,1.03
4.42,15,2,0,62.16,1.18
1.39,4,3,1,75.72,1.53
16.92,17,2,0,75.54,1.69
8.25,22,2,1,32.14,1.32
11.62,13,1,1,43.78,1.47
18.98,7,5,1,66.8,1.34
5.98,13,0,1,78.8,1.44
1.7,23,0,0,28.86,1.13
8.24,13,3,0,27.3,1.0
12.56,1,5,1,38.12,1.34
1.43,5,0,0,57.1,1.0
7.88,17,6,0,78.12,1.65
12.65,6,3,0,52.51,1.0
9.35,1,1,1,75.99,1.28
17.56,18,0,0,20.11,1.91
2.45,13,6,0,57.23,1.03
14.8,10,6,0,54.64,1.14
4.42,9,5,1,28.7,2.04
11.24,0,6,1,34.93,1.44
19.38,22,1,0,44.33,1.0
3.71,4,1,0,33.35,1.0
14.28,18,3,0,71.5,1.71
1.08,15,5,1,69.97,1.31
6.23,16,4,0,40.63,1.04
1.09,10,5,0,71.17,1.01
14.93,22,0,1,35.42,1.39
5.39,6,5,1,39.19,1.35
12.01,14,4,0,31.99,1.0
5.41,5,0,0,25.62,1.07
13.77,0,6,1,68.3,1.57
4.62,7,5,0,60.65,1.13
19.93,4,2,1,75.14,1.28
17.08,22,3,1,40.29,1.26
9.59,19,2,0,31.68,1.08
11.26,4,1,0,20.71,1.0
10.6,23,5,0,52.54,1.14
9.0,0,5,1,47.2,1.59
1.34,21,2,1,29.99,1.27
4.24,14,1,1,46.05,1.57
9.5,14,6,0,36.96,1.01
2.3,13,4,0,70.17,1.08
2.96,11,2,0,23.6,1.03
9.71,6,1,1,73.6,1.24
16.94,22,5,0,40.7,1.06
11.46,6,6,0,22.78,1.0
2.65,16,2,0,24.91,1.0
9.56,15,1,0,70.93,1.02
16.93,15,2,0,72.41,1.0
9.7,16,0,1,62.71,1.4
12.71,3,0,0,26.92,1.0
15.18,14,1,1,48.01,1.42
5.75,9,0,0,73.55,1.8
17.45,3,2,0,75.75,1.16
5.37,5,3,0,33.72,1.0
3.56,22,4,1,73.98,1.29
18.13,16,0,0,53.29,1.0
13.22,6,0,1,46.54,1.37
14.25,16,3,1,72.74,1.15
16.52,15,2,1,46.44,1.36
7.78,8,1,0,46.85,1.75
17.71,3,3,0,68.34,1.14
4.39,13,2,1,50.36,1.3
1.22,6,2,1,47.72,1.53
9.84,6,5,0,63.47,1.2
3.16,13,0,1,59.44,1.38
11.8,12,2,1,26.22,1.34
1.76,15,4,0,49.82,1.0
11.77,3,4,1,62.19,1.25
11.65,16,5,1,25.13,1.26
8.09,7,3,1,26.83,1.36
16.48,4,0,1,48.38,1.55
13.9,1,5,1,49.62,1.22
19.25,13,3,1,62.6,1.16
14.57,22,1,1,60.44,1.32
6.56,5,3,0,56.75,1.16
6.48,9,3,0,48.66,1.74
14.85,12,5,1,61.33,1.2
1.18,2,5,0,33.69,1.03
7.86,6,6,0,48.44,1.11
1.44,19,3,1,28.01,1.38
1.74,23,5,0,79.59,1.13
11.02,22,5,0,44.98,1.05
9.61,22,1,0,53.76,1.06
19.21,13,0,0,43.53,1.04
10.9,16,0,0,39.76,1.06
2.49,19,0,0,55.35,1.0
8.42,0,5,0,37.43,1.1
2.79,0,3,1,57.66,1.3
5.5,9,5,1,32.61,1.99
16.97,13,6,0,39.49,1.0
15.45,9,5,0,45.8,1.67
8.11,18,1,1,45.74,2.06
6.15,10,3,0,69.4,1.16
8.15,1,4,1,34.68,1.45
4.47,9,6,0,54.23,1.88
2.77,4,2,0,32.24,1.04
6.37,21,0,1,34.64,1.36
18.79,17,6,1,32.22,2.18
8.54,6,2,0,29.82,1.02
1.86,8,4,0,23.3,1.47
3.84,11,2,0,27.68,1.0
11.88,14,1,1,37.2,1.32
2.82,8,0,1,26.88,2.13
2.88,17,6,0,49.5,1.78
10.9,3,5,0,60.2,1.18
8.17,0,3,1,54.13,1.25
15.16,11,0,0,43.98,1.0
2.8,19,2,0,30.92,1.0
9.63,7,1,0,44.35,1.17
13.78,5,0,1,50.63,1.34
3.0,18,5,0,44.86,1.8
11.08,20,0,0,31.73,1.06
2.96,2,4,0,65.36,1.13
7.24,20,3,0,24.28,1.18
2.81,21,1,0,21.27,1.0
5.72,13,3,0,49.64,1.13
9.86,9,5,1,75.04,1.87
13.88,8,4,1,23.37,2.13
15.05,1,1,0,26.11,1.0
5.8,15,3,0,46.91,1.07
12.43,14,6,0,57.3,1.0
17.32,0,2,1,40.43,1.36
7.8,15,1,0,57.86,1.0
8.0,19,1,1,36.35,1.5
15.26,0,1,1,33.09,1.23
17.2,2,5,0,77.75,1.0
14.58,20,2,0,21.43,1.0
11.99,5,1,1,59.89,1.26
13.65,5,5,1,27.68,1.3
6.74,22,3,1,29.64,1.54
18.69,11,2,1,63.52,1.24
11.97,3,1,0,67.97,1.06
11.92,9,2,0,27.13,1.63
18.19,8,5,0,43.39,1.64
1.53,8,5,1,31.56,1.95
11.74,22,6,1,49.93,1.31
15.45,23,3,0,51.57,1.05
5.34,2,0,0,70.35,1.13
16.19,16,0,1,61.62,1.27
14.33,7,6,1,36.76,1.32
12.8,13,6,1,26.58,1.3
12.33,7,1,1,37.91,1.2
6.32,21,4,0,45.22,1.0
14.04,17,5,0,34.96,1.77
7.02,19,4,0,62.86,1.07
13.9,11,3,1,35.58,1.5
15.09,18,4,1,31.37,2.02
5.8,14,2,1,79.21,1.48
12.94,2,4,0,41.59,1.18
10.48,11,1,1,73.89,1.22
9.45,16,4,1,38.79,1.4
14.59,0,5,1,66.51,1.38
19.02,4,0,0,48.97,1.06
11.02,4,3,1,62.99,1.25
10.52,3,5,1,49.09,1.28
4.78,19,6,1,70.57,1.51
17.02,21,3,1,45.38,1.48
4.97,8,4,1,29.04,1.96
7.07,3,1,1,48.26,1.37
5.74,23,0,0,33.09,1.11
2.22,13,3,1,56.63,1.31
3.86,12,5,1,47.77,1.48
13.85,21,6,1,62.9,1.34
18.07,17,0,1,48.4,2.15
18.26,18,0,0,55.06,1.63
1.01,6,0,0,60.33,1.17
1.41,1,2,0,59.88,1.17
12.87,5,1,0,56.8,1.15
19.54,13,2,0,66.91,1.05
10.3,22,6,0,67.8,1.0
15.98,8,3,0,41.98,1.47
6.02,23,6,1,69.16,1.3
13.14,5,5,1,63.9,1.26
2.89,18,5,1,39.03,2.17
13.24,21,0,0,56.58,1.0
6.69,14,2,1,68.79,1.4
19.95,9,4,0,64.0,1.86
4.8,12,0,0,27.17,1.14
16.13,8,6,1,39.2,2.25
8.51,16,1,0,74.66,1.04
3.28,8,2,1,57.27,1.97
19.7,7,1,0,61.79,1.02
4.95,10,3,0,64.09,1.19
6.62,0,0,1,76.0,1.43
16.16,7,4,0,67.59,1.0
17.69,8,5,1,68.29,1.83
